Category,Recognizer,NE,Type,File
Computer Scientists,spacy,the Bank of English,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,British National Corpus,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,The Russian National Corpus,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Russian Academy of Sciences,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the 2000s,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,Yershov,GPE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,1959,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Siberian Division of the Academy of Sciences,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Soviet Union,GPE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Novosibirsk Computer Center,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Siberian School of Computer Science,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Academician A. N. Krylov Prize,GPE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Academy of Sciences,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,first,ORDINAL,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,1974,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the British Computer Society,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the International Federation for Information Processing (IFIP) IFIP,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,Working Group,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,2.1,CARDINAL,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,Calculi,GPE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,1981,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,Aesthetics and the Human Factor,WORK_OF_ART,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,1972,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,the Communications of the ACM,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Andrey Petrovich Yershov,PERSON,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Russian,NORP,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,19 April 1931,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Moscow,GPE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,8 December 1988,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Moscow,GPE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Soviet,NORP,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Donald Knuth,PERSON,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,one,CARDINAL,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,first,ORDINAL,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,ALPHA,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Rapira,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,first,ORDINAL,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Soviet,NORP,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,RUBIN,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Computer Bank of the Russian Language,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Машинный Фонд Русского Языка,FAC,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Soviet,NORP,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Russian,NORP,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the 1980s,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Bank of English,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,British National Corpus,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,The Russian National Corpus,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Russian Academy of Sciences,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the 2000s,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Yershov,PERSON,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,1959,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Siberian Division,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Academy of Sciences,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Soviet Union,GPE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Novosibirsk Computer Center,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Siberian School of Computer Science,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Academician A. N. Krylov Prize,WORK_OF_ART,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Academy of Sciences,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,first,ORDINAL,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,1974,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the British Computer Society,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the International Federation for Information Processing,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,IFIP,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,IFIP,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,2.1,CARDINAL,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Algorithmic Languages,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Calculi,PRODUCT,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,ALGOL 60,PRODUCT,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,ALGOL 68,PRODUCT,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,1981,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,IFIP,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Silver Core Award,WORK_OF_ART,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,Aesthetics and the Human Factor in Programming,WORK_OF_ART,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the AFIPS Spring Joint Computer Conference,EVENT,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,1972,DATE,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,stanza,the Communications of the ACM,ORG,AndreyErshov_ComputerScientists_en.txt
Computer Scientists,spacy,Patrick Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,3 December 1948,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,French,NORP,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Silver Professor of Computer Science,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the Courant Institute of Mathematical Sciences,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,New York University,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,USA,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the École Normale Supérieure,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,ENS,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Paris,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,"the École Polytechnique, Palaiseau",ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the University of Metz,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the French National Center for Scientific Research,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the Joseph Fourier University,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Grenoble,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Radhia Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,1947–2014,CARDINAL,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Patrick Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the 2000s,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,1999,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Silver Medal,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2006,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the EADS Foundation,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2001,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Saarland University,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Germany,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Radhia Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the ACM SIGPLAN  Programming Languages Achievement Award,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2013,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the IEEE Computer Society Harlan,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2014,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Humboldt,NORP,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2008,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2018,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,John von Neumann Medal,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2020,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2022,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Ca' Foscari University of Venice,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2022,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,EATCS,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the Ordre National du Mérite,FAC,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,"the Academia Europaea, Informatics",ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,2006,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the Board of Trustees,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,the IMDEA Software Institute,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Patrick Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,3 December 1948,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,French,NORP,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the Courant Institute of Mathematical Sciences,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,New York University,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,USA,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the École Normale Supérieure,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,ENS,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Paris,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the École Polytechnique,FAC,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Palaiseau,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the University of Metz,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the French National Center for Scientific Research,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,CNRS,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the Joseph Fourier University,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Grenoble,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,France,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Radhia Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,1947–2014,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Patrick Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the 2000s,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Astrée,PRODUCT,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,1999,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the CNRS Silver Medal,WORK_OF_ART,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2006,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the EADS Foundation,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2001,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Saarland University,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Germany,GPE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Radhia Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Programming Languages Achievement Award,WORK_OF_ART,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2013,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,IEEE Computer Society Harlan D. Mills award,WORK_OF_ART,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2014,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,a Humboldt Research Award,WORK_OF_ART,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2008,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2018,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,"IEEE John von Neumann Medal "" for introducing abstract interpretation , a powerful framework for automatically calculating program properties with broad application to verification and optimisation """,WORK_OF_ART,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2020,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2022,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Cousot,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Ca ' Foscari University of Venice,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2022,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,EATCS,EVENT,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,EATCS,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Chevalier,PERSON,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Ordre National du Mérite,WORK_OF_ART,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,Ordre des Palmes,WORK_OF_ART,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,"Academia Europaea , Informatics",ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,2006,DATE,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the Board of Trustees,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,stanza,the IMDEA Software Institute,ORG,PatrickCousot_ComputerScientists_en.txt
Computer Scientists,spacy,Butler W. Lampson FRS,PERSON,ButlerLampson_ComputerScientists_en.txt
Computer Scientists,spacy,"December 23, 1943",DATE,ButlerLampson_ComputerScientists_en.txt
Computer Scientists,spacy,American,NORP,ButlerLampson_ComputerScientists_en.txt
Computer Scientists,stanza,Butler W. Lampson FRS,PERSON,ButlerLampson_ComputerScientists_en.txt
Computer Scientists,stanza,"December 23 , 1943",DATE,ButlerLampson_ComputerScientists_en.txt
Computer Scientists,stanza,American,NORP,ButlerLampson_ComputerScientists_en.txt
Computer Scientists,spacy,Gregor Kiczales,PERSON,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,American,NORP,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,the University of British Columbia,ORG,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,Vancouver,GPE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,British Columbia,GPE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,Canada,GPE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,Java,PERSON,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,the Common Lisp Object System,ORG,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,The Art of the Metaobject Protocol,WORK_OF_ART,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,Jim Des Rivières,ORG,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,Daniel G. Bobrow,PERSON,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,Kiczales,PERSON,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,the years,DATE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Gregor Kiczales,PERSON,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,American,NORP,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,the University of British Columbia,ORG,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Vancouver,GPE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,British Columbia,GPE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Canada,GPE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Java,PRODUCT,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Xerox PARC,ORG,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,the Common Lisp Object System,ORG,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,The Art of the Metaobject Protocol,WORK_OF_ART,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Jim Des Rivières,PERSON,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Daniel G. Bobrow,PERSON,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,Kiczales,ORG,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,stanza,the years,DATE,GregorKiczales_ComputerScientists_en.txt
Computer Scientists,spacy,Wendy Hall,PERSON,WendyHall_ComputerScientists_en.txt
Computer Scientists,spacy,25 October 1952,DATE,WendyHall_ComputerScientists_en.txt
Computer Scientists,spacy,British,NORP,WendyHall_ComputerScientists_en.txt
Computer Scientists,spacy,Regius Professor of Computer Science,ORG,WendyHall_ComputerScientists_en.txt
Computer Scientists,spacy,the University of Southampton,ORG,WendyHall_ComputerScientists_en.txt
Computer Scientists,stanza,Dame Wendy Hall  ,PERSON,WendyHall_ComputerScientists_en.txt
Computer Scientists,stanza,25 October 1952,DATE,WendyHall_ComputerScientists_en.txt
Computer Scientists,stanza,British,NORP,WendyHall_ComputerScientists_en.txt
Computer Scientists,stanza,Computer Science,ORG,WendyHall_ComputerScientists_en.txt
Computer Scientists,stanza,the University of Southampton,ORG,WendyHall_ComputerScientists_en.txt
Computer Scientists,spacy,Erik D. Demaine,PERSON,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,spacy,"February 28, 1981",DATE,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,spacy,Canadian-American,NORP,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,spacy,the Massachusetts Institute of Technology,ORG,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,stanza,Erik D. Demaine,PERSON,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,stanza,"February 28 , 1981",DATE,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,stanza,Canadian - American,NORP,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,stanza,the Massachusetts Institute of Technology,ORG,ErikDemaine_ComputerScientists_en.txt
Computer Scientists,spacy,Timothy John Berners-Lee,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,8 June 1955,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,English,LANGUAGE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the World Wide Web,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,HTML,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,HTTP,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the University of Oxford,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the Massachusetts Institute of Technology,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,MIT,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,12 March 1989,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,first,ORDINAL,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,mid-November,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,first,ORDINAL,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the World Wide Web Consortium,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,Rosemary Leith,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the World Wide Web Foundation,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,April 2009,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the National Academy of Sciences,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,3Com,CARDINAL,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the MIT Computer Science and Artificial Intelligence Laboratory,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the Web Science Research Initiative,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the MIT Center for Collective Intelligence,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,2011,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the Ford Foundation,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the Open Data Institute,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,MeWe,LOC,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,2004,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,Elizabeth II,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the World Wide Web,WORK_OF_ART,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,first,ORDINAL,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,Time,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,100,CARDINAL,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,spacy,the 20th century,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Timothy John Berners - Lee  ,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,8 June 1955,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,TimBL,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,English,LANGUAGE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,World Wide Web,PRODUCT,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,HTML,PRODUCT,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,URL,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,HTTP,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the University of Oxford,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the Massachusetts Institute of Technology,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,MIT,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Berners - Lee,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,12 March 1989,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,first,ORDINAL,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Hypertext Transfer Protocol,PRODUCT,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,HTTP,PRODUCT,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,mid - November,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,first,ORDINAL,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Web,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,World Wide Web Consortium,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,W3C,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Rosemary Leith,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the World Wide Web Foundation,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,April 2009,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the National Academy of Sciences,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Berners - Lee,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,3Com,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the MIT Computer Science and Artificial Intelligence Laboratory,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,CSAIL,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the Web Science Research Initiative,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,WSRI,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the MIT Center for Collective Intelligence,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,2011,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the Ford Foundation,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,the Open Data Institute,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,MeWe,ORG,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,2004,DATE,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Berners - Lee,PERSON,TimBerners-Lee_ComputerScientists_en.txt
Computer Scientists,stanza,Queen Elizabeth II,PERSON,TimBerners-Lee_ComputerScientists_en.txt
